name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
knucleotide,lua,2,25000000,613,183.188,513992,0,81% 1% 1% 20%,184.254
knucleotide,gnat,2,25000000,4908,25.264,258596,0,30% 65% 42% 87%,11.317
knucleotide,rust,1,25000000,1078,111.273,152768,0,100% 48% 51% 87%,39.108
knucleotide,rust,6,25000000,1671,16.440,140784,0,83% 51% 67% 99%,5.530
knucleotide,yarv,2,25000000,420,381.671,162068,0,0% 1% 100% 0%,381.837
knucleotide,sbcl,5,25000000,2320,37.085,152812,0,0% 62% 38% 0%,37.117
knucleotide,ocaml,2,25000000,1212,0.000,0,-11,%,0.000
knucleotide,fsharpcore,2,25000000,1926,36.773,195348,0,96% 88% 84% 86%,10.427
knucleotide,rust,4,25000000,1749,17.274,137956,0,69% 62% 66% 100%,5.863
knucleotide,csharpcore,5,25000000,2319,37.803,181368,0,96% 31% 97% 60%,13.370
knucleotide,rust,5,25000000,1739,24.163,137456,0,92% 36% 32% 93%,9.571
knucleotide,node,1,25000000,1008,144.139,1843020,0,86% 69% 78% 67%,69.422
knucleotide,chapel,1,25000000,1063,66.469,293140,0,100% 88% 88% 88%,18.314
knucleotide,csharpcore,4,25000000,1702,94.567,777296,0,87% 95% 89% 83%,26.766
knucleotide,ghc,1,25000000,1059,141.796,523084,0,91% 88% 88% 87%,40.224
knucleotide,rust,2,25000000,1347,47.113,137832,0,45% 85% 58% 90%,17.099
knucleotide,node,2,25000000,935,137.093,1739992,0,80% 75% 95% 71%,61.240
knucleotide,csharpcore,1,25000000,1425,99.770,724320,0,1% 98% 2% 1%,98.443
knucleotide,dart,2,25000000,2467,91.869,2043956,0,58% 71% 80% 67%,33.476
knucleotide,fsharpcore,3,25000000,1111,65.242,1244556,0,77% 55% 79% 33%,26.924
knucleotide,racket,4,25000000,885,88.045,367936,0,0% 0% 0% 100%,88.046
knucleotide,sbcl,2,25000000,1284,141.009,320176,0,7% 0% 1% 93%,141.067
knucleotide,jruby,1,25000000,637,904.136,1151636,0,89% 90% 92% 94%,248.110
knucleotide,csharpcore,8,25000000,2044,40.361,189036,0,96% 95% 74% 87%,11.469
knucleotide,php,4,25000000,1079,133.266,242044,0,83% 76% 73% 91%,41.388
knucleotide,rust,7,25000000,1647,0.000,0,-11,%,0.000
knucleotide,csharpcore,3,25000000,1404,201.928,672520,0,74% 97% 80% 77%,61.806
knucleotide,perl,2,25000000,359,218.238,658792,0,0% 100% 1% 0%,218.337
knucleotide,go,3,25000000,1722,47.345,148052,0,87% 97% 94% 95%,12.767
knucleotide,go,2,25000000,1560,131.570,265288,0,92% 53% 96% 49%,45.384
knucleotide,yarv,1,25000000,637,402.052,131572,0,95% 92% 88% 96%,108.470
knucleotide,sbcl,3,25000000,1290,140.413,320176,0,0% 17% 84% 0%,140.474
knucleotide,gcc,1,25000000,1506,19.332,130160,0,76% 50% 92% 75%,6.670
knucleotide,fsharpcore,4,25000000,1509,62.947,1198184,0,90% 80% 75% 83%,19.286
knucleotide,mri,3,25000000,540,1353.920,168380,0,32% 25% 43% 0%,1354.554
knucleotide,ocaml,3,25000000,1833,57.548,255436,0,47% 39% 94% 89%,21.627
knucleotide,sbcl,1,25000000,2424,67.685,382488,0,71% 100% 71% 70%,21.709
knucleotide,fsharpcore,1,25000000,701,228.936,850760,0,78% 78% 82% 78%,72.691
knucleotide,mri,7,25000000,858,0.000,0,-2,71% 83% 71% 100%,0.056
knucleotide,racket,1,25000000,547,243.382,1313516,0,94% 0% 1% 6%,243.410
knucleotide,hack,4,25000000,1081,201.507,293544,0,90% 89% 77% 88%,59.217
knucleotide,java,4,25000000,1882,62.039,197284,0,39% 61% 1% 1%,60.928
knucleotide,ifc,1,25000000,2238,0.000,0,-2,0% 0% 100% 0%,0.089
knucleotide,python3,8,25000000,655,402.733,496140,0,92% 56% 96% 57%,133.795
knucleotide,ghc,2,25000000,1486,0.000,0,-11,%,0.000
knucleotide,sbcl,4,25000000,2291,37.509,152780,0,0% 1% 1% 100%,37.540
knucleotide,rust,3,25000000,1661,24.408,137472,0,90% 26% 100% 35%,9.810
knucleotide,fsharpcore,5,25000000,1959,38.110,195944,0,95% 92% 92% 86%,10.440
knucleotide,java,6,25000000,1607,41.390,381104,0,79% 82% 95% 81%,12.314
knucleotide,mri,1,25000000,637,1016.190,126784,0,67% 92% 72% 98%,308.817
knucleotide,yarv,3,25000000,540,397.908,159688,0,50% 50% 1% 0%,398.194
mandelbrot,yarv,7,16000,973,2203.057,45584,0,95% 95% 95% 95%,580.435
mandelbrot,gcc,8,16000,782,18.955,31100,0,100% 96% 97% 96%,4.894
mandelbrot,python3,2,16000,783,1525.489,15680,0,97% 97% 100% 97%,389.571
mandelbrot,mri,7,16000,973,0.000,0,-2,75% 0% 25% 0%,0.076
mandelbrot,racket,2,16000,585,86.123,25132,0,0% 1% 100% 0%,86.131
mandelbrot,erlang,1,16000,534,2042.644,1649380,0,99% 99% 100% 99%,516.359
mandelbrot,gpp,4,16000,1035,28.395,33068,0,100% 100% 100% 100%,7.129
mandelbrot,fpascal,2,16000,846,61.870,33144,0,36% 43% 94% 93%,23.304
mandelbrot,rust,4,16000,1160,0.000,0,-11,%,0.000
mandelbrot,python3,7,16000,688,899.252,15736,0,100% 100% 100% 100%,225.242
mandelbrot,fpascal,5,16000,845,58.403,30016,0,100% 100% 100% 100%,14.617
mandelbrot,gcc,9,16000,694,22.531,32912,0,96% 96% 96% 100%,5.839
mandelbrot,fsharpcore,3,16000,800,49.108,68952,0,100% 99% 99% 99%,12.400
mandelbrot,gnat,2,16000,577,51.732,2068,0,100% 0% 0% 1%,51.741
mandelbrot,hipe,1,16000,534,484.084,1635360,0,97% 97% 97% 97%,124.901
mandelbrot,fsharpcore,2,16000,1043,54.655,39964,0,99% 99% 99% 99%,13.834
mandelbrot,rust,6,16000,1332,0.000,0,-11,%,0.000
mandelbrot,swift,3,16000,1136,13.051,39664,0,100% 99% 99% 99%,3.293
mandelbrot,hipe,2,16000,613,475.390,749356,0,99% 99% 99% 99%,119.912
mandelbrot,fpascal,3,16000,526,56.309,8,0,55% 0% 1% 45%,56.321
mandelbrot,yarv,2,16000,925,2081.069,127152,0,100% 100% 100% 100%,520.833
mandelbrot,go,2,16000,837,49.412,32964,0,100% 100% 100% 100%,12.391
mandelbrot,csharpcore,3,16000,701,45.035,65652,0,100% 99% 99% 99%,11.396
mandelbrot,gpp,1,16000,1791,5.989,25704,0,99% 100% 100% 100%,1.511
mandelbrot,mri,2,16000,925,17515.121,68012,0,100% 100% 100% 100%,4384.807
mandelbrot,rust,1,16000,868,16.183,40468,0,97% 98% 100% 100%,4.125
mandelbrot,fsharpcore,1,16000,877,26.198,67124,0,98% 100% 99% 98%,6.655
mandelbrot,sbcl,1,16000,2473,28.526,50540,0,99% 85% 86% 100%,7.735
mandelbrot,ifc,3,16000,761,0.000,0,-10,100% 100% 83% 100%,0.057
mandelbrot,csharpcore,7,16000,923,25.631,64924,0,98% 100% 98% 98%,6.511
mandelbrot,gpp,5,16000,590,23.829,33544,0,0% 0% 0% 100%,23.836
mandelbrot,gpp,3,16000,414,83.884,1904,0,1% 100% 0% 0%,83.905
mandelbrot,go,1,16000,823,41.997,32436,0,99% 100% 100% 99%,10.576
mandelbrot,dart,1,16000,920,55.983,97796,0,46% 38% 99% 91%,20.496
mandelbrot,scala,1,16000,724,51.232,75944,0,98% 100% 98% 98%,13.068
mandelbrot,gcc,6,16000,1135,6.526,29424,0,99% 100% 100% 100%,1.643
mandelbrot,jruby,7,16000,973,3175.339,838956,0,98% 98% 98% 97%,816.483
mandelbrot,csharpcore,6,16000,755,26.829,65088,0,98% 99% 100% 99%,6.794
mandelbrot,go,4,16000,905,21.790,30912,0,99% 99% 99% 100%,5.484
mandelbrot,lua,1,16000,359,599.825,2856,0,0% 89% 12% 0%,599.946
mandelbrot,gpp,7,16000,1017,24.235,34264,0,100% 100% 100% 100%,6.093
mandelbrot,lua,6,16000,623,779.677,22652,0,100% 72% 74% 67%,250.097
mandelbrot,ifc,7,16000,709,0.000,0,-10,100% 67% 67% 67%,0.028
mandelbrot,jruby,4,16000,846,3328.670,837464,0,98% 98% 98% 98%,849.335
mandelbrot,ifc,1,16000,499,0.000,1408,-10,0% 100% 0% 4%,0.240
mandelbrot,ifc,6,16000,661,20.764,59724,0,79% 80% 79% 100%,6.155
mandelbrot,hack,1,16000,449,176.029,86192,0,8% 1% 1% 92%,176.188
mandelbrot,node,1,16000,748,63.701,613608,0,85% 94% 99% 83%,17.716
mandelbrot,gcc,1,16000,822,25.581,27892,0,100% 100% 100% 100%,6.418
mandelbrot,perl,1,16000,586,2912.267,42964,0,100% 100% 100% 100%,729.088
mandelbrot,mri,6,16000,918,19589.414,262872,0,98% 98% 98% 99%,4995.026
mandelbrot,mri,5,16000,1023,0.000,0,-2,%,0.000
mandelbrot,java,4,16000,660,22.501,66784,0,80% 97% 52% 81%,7.323
mandelbrot,racket,1,16000,517,118.147,26836,0,54% 31% 18% 0%,118.151
mandelbrot,lua,2,16000,367,720.436,1576,0,49% 1% 1% 51%,720.586
mandelbrot,typescript,1,16000,396,0.000,2004224,-1,31% 28% 16% 26%,3605.301
mandelbrot,gcc,3,16000,763,23.465,32516,0,100% 99% 100% 100%,5.902
mandelbrot,racket,3,16000,802,73.572,26064,0,0% 0% 0% 100%,73.570
mandelbrot,gcc,4,16000,799,23.431,32728,0,99% 99% 99% 100%,5.906
mandelbrot,go,6,16000,700,50.744,30864,0,100% 100% 100% 100%,12.720
mandelbrot,java,2,16000,796,23.594,76520,0,97% 98% 98% 96%,6.099
mandelbrot,csharpcore,2,16000,484,136.717,62236,0,0% 52% 49% 0%,136.673
mandelbrot,php,3,16000,875,471.565,137452,0,100% 100% 100% 100%,118.071
mandelbrot,ifc,5,16000,520,60.295,34036,0,0% 52% 49% 0%,60.310
mandelbrot,gnat,3,16000,1819,22.167,32376,0,100% 100% 98% 99%,5.589
mandelbrot,ghc,2,16000,782,46.533,38588,0,100% 100% 100% 100%,11.657
mandelbrot,hack,2,16000,467,694.367,86044,0,0% 2% 5% 96%,694.656
mandelbrot,gpp,2,16000,692,29.010,34084,0,4% 5% 3% 100%,29.018
mandelbrot,chapel,2,16000,620,21.661,35756,0,100% 99% 99% 99%,5.470
mandelbrot,php,1,16000,449,467.105,8964,0,2% 0% 0% 98%,467.208
mandelbrot,ocaml,1,16000,710,0.000,0,-11,%,0.000
mandelbrot,chapel,1,16000,455,47.764,35576,0,100% 99% 99% 100%,11.994
mandelbrot,fsharpcore,4,16000,886,32.772,66916,0,100% 99% 99% 99%,8.304
mandelbrot,vw,1,16000,627,583.692,54500,0,39% 62% 27% 17%,584.035
mandelbrot,java,1,16000,665,44.449,33180,0,22% 1% 0% 79%,44.343
mandelbrot,rust,3,16000,1007,7.510,13712,0,100% 99% 100% 99%,1.894
mandelbrot,gcc,7,16000,994,24.238,33060,0,100% 100% 100% 100%,6.096
mandelbrot,ocaml,6,16000,444,55.171,2900,0,0% 1% 0% 100%,55.182
mandelbrot,yarv,5,16000,1023,0.000,70208,-10,100% 100% 100% 100%,426.408
mandelbrot,ifc,4,16000,618,48.700,62360,0,84% 50% 93% 33%,18.828
mandelbrot,java,6,16000,802,24.675,76684,0,97% 97% 97% 99%,6.369
mandelbrot,vw,2,16000,940,151.336,118764,0,28% 75% 68% 98%,214.933
mandelbrot,python3,5,16000,458,1615.234,15696,0,100% 100% 100% 100%,404.354
mandelbrot,fpascal,4,16000,774,66.320,30112,0,100% 100% 100% 100%,16.593
mandelbrot,ifc,2,16000,821,0.000,294056,-10,100% 0% 1% 0%,50.691
mandelbrot,gpp,9,16000,726,19.952,34380,0,99% 95% 95% 96%,5.179
mandelbrot,gpp,8,16000,742,21.718,34384,0,96% 41% 37% 100%,8.000
mandelbrot,go,3,16000,894,21.763,30372,0,99% 100% 99% 99%,5.486
mandelbrot,swift,1,16000,394,49.030,7532,0,100% 1% 0% 0%,49.041
mandelbrot,lua,3,16000,358,583.582,2828,0,0% 97% 4% 0%,583.700
mandelbrot,fpascal,1,16000,846,61.863,33144,0,93% 37% 93% 43%,23.303
mandelbrot,erlang,2,16000,613,2022.760,1285708,0,100% 100% 100% 100%,508.261
mandelbrot,csharpcore,1,16000,798,45.938,65784,0,100% 99% 99% 99%,11.593
mandelbrot,java,3,16000,903,44.861,78932,0,98% 98% 98% 99%,11.425
mandelbrot,csharpcore,8,16000,794,22.932,65344,0,99% 98% 98% 99%,5.830
mandelbrot,racket,4,16000,801,74.759,114768,0,95% 95% 96% 96%,19.597
mandelbrot,yarv,6,16000,918,2056.531,98652,0,95% 95% 95% 95%,542.141
mandelbrot,jruby,5,16000,1023,4589.733,1725120,0,98% 98% 98% 98%,1175.655
mandelbrot,jruby,3,16000,307,2885.913,789760,0,25% 41% 12% 24%,2862.256
mandelbrot,csharpcore,5,16000,839,28.910,62212,0,100% 99% 99% 98%,7.328
mandelbrot,csharpcore,4,16000,672,26.672,64264,0,99% 99% 98% 100%,6.757
mandelbrot,hack,3,16000,877,166.871,99020,0,98% 99% 99% 99%,42.446
mandelbrot,gcc,2,16000,400,47.270,896,0,0% 0% 1% 100%,47.281
mandelbrot,sbcl,3,16000,894,45.257,50360,0,42% 92% 35% 100%,16.854
mandelbrot,gpp,6,16000,1002,6.514,27636,0,100% 99% 100% 99%,1.641
meteor,ghc,5,2098,2953,0.701,6560,0,9% 100% 11% 9%,0.556
meteor,yarv,1,2098,2768,7.422,9732,0,0% 0% 0% 100%,7.427
meteor,gpp,2,2098,4093,0.159,0,0,12% 100% 7% 0%,0.161
meteor,chapel,1,2098,2736,0.242,0,0,90% 63% 71% 67%,0.090
meteor,gpp,6,2098,2620,0.050,0,0,%,0.000
meteor,ghc,1,2098,2215,0.908,5704,0,10% 10% 99% 11%,0.766
meteor,rust,1,2098,2238,0.139,0,0,67% 67% 80% 57%,0.061
meteor,gpp,5,2098,5058,0.078,0,0,0% 0% 0% 100%,0.080
meteor,java,2,2098,5180,0.641,2240,0,21% 69% 50% 52%,0.335
meteor,perl,1,2098,1547,46.721,6984,0,0% 0% 1% 100%,46.739
meteor,ghc,4,2098,818,1.742,6816,0,99% 6% 7% 5%,1.486
meteor,gnat,1,2098,7434,0.000,0,-11,%,0.000
meteor,racket,1,2098,1907,0.609,24880,0,100% 0% 0% 3%,0.611
meteor,gpp,1,2098,4348,0.135,0,0,100% 7% 14% 8%,0.136
meteor,ghc,2,2098,1914,0.707,6100,0,10% 98% 12% 9%,0.576
meteor,mri,1,2098,2768,33.676,6028,0,0% 100% 1% 0%,33.690
meteor,jruby,2,2098,2786,30.780,780992,0,65% 71% 40% 42%,14.251
meteor,java,1,2098,4408,1.161,39452,0,12% 7% 33% 96%,0.802
meteor,ocaml,1,2098,2156,0.000,0,-11,%,0.000
meteor,gpp,4,2098,5336,0.069,0,0,14% 100% 0% 14%,0.070
meteor,lua,5,2098,1558,2.074,5348,0,100% 0% 0% 1%,2.076
meteor,fpascal,3,2098,5517,0.081,0,0,0% 100% 0% 0%,0.083
meteor,chapel,2,2098,2603,0.083,0,0,75% 50% 33% 50%,0.040
meteor,lua,6,2098,1655,1.007,4824,0,1% 100% 3% 0%,1.010
meteor,python3,3,2098,1220,9.815,11984,0,100% 1% 0% 0%,9.819
meteor,yarv,2,2098,2786,4.636,9648,0,100% 1% 0% 0%,4.639
meteor,rust,2,2098,3848,0.088,0,0,67% 100% 100% 75%,0.034
meteor,ghc,3,2098,1826,0.621,5912,0,96% 16% 12% 13%,0.496
meteor,jruby,1,2098,2768,32.174,840376,0,74% 39% 37% 54%,15.985
meteor,perl,2,2098,1512,18.986,6880,0,35% 0% 1% 65%,18.992
meteor,go,1,2098,2995,0.131,0,0,0% 0% 100% 7%,0.133
meteor,vw,1,2098,5373,0.676,56684,0,6% 1% 3% 99%,0.680
meteor,python3,2,2098,1330,7.643,10212,0,1% 2% 0% 100%,7.647
meteor,mri,2,2098,2786,23.546,5752,0,100% 1% 1% 0%,23.555
meteor,gcc,1,2098,3073,0.083,0,0,0% 22% 100% 0%,0.084
meteor,python3,1,2098,1447,10.202,10220,0,0% 100% 1% 0%,10.206
meteor,gpp,3,2098,4871,0.080,0,0,89% 38% 0% 11%,0.082
nbody,java,4,50000000,1489,22.272,33040,0,100% 1% 0% 1%,22.174
nbody,racket,1,50000000,1496,108.495,26300,0,0% 1% 100% 0%,108.533
nbody,swift,5,50000000,1253,22.172,7632,0,0% 1% 81% 19%,22.178
nbody,gpp,1,50000000,1659,19.639,1144,0,1% 100% 0% 0%,19.644
nbody,python3,2,50000000,1242,893.762,10384,0,19% 27% 55% 0%,893.976
nbody,gcc,2,50000000,1263,21.691,1160,0,0% 1% 100% 0%,21.697
nbody,fpascal,1,50000000,1325,22.344,8,0,0% 0% 0% 100%,22.349
nbody,gpp,5,50000000,1749,12.418,1800,0,0% 1% 0% 100%,12.421
nbody,lua,2,50000000,1193,426.676,1412,0,0% 100% 1% 0%,426.754
nbody,vw,1,50000000,1805,194.292,56384,0,100% 0% 0% 1%,194.343
nbody,hipe,3,50000000,1399,187.504,21696,0,45% 56% 0% 0%,187.498
nbody,go,2,50000000,1215,22.461,1536,0,1% 0% 0% 100%,22.458
nbody,rust,3,50000000,1540,20.337,1772,0,100% 1% 0% 2%,20.342
nbody,gpp,6,50000000,1668,20.484,1164,0,100% 1% 0% 0%,20.489
nbody,gpp,7,50000000,1545,9.492,1112,0,0% 0% 0% 100%,9.495
nbody,rust,4,50000000,1803,18.272,1712,0,0% 1% 100% 0%,18.277
nbody,kotlin,2,50000000,1390,22.644,32788,0,0% 1% 1% 100%,22.549
nbody,fsharpcore,2,50000000,1381,22.856,38500,0,100% 0% 1% 1%,22.861
nbody,java,2,50000000,1424,22.476,33084,0,100% 1% 0% 1%,22.378
nbody,swift,6,50000000,1194,24.235,7592,0,100% 1% 1% 0%,24.240
nbody,csharpcore,5,50000000,1534,21.728,33768,0,1% 1% 0% 100%,21.733
nbody,yarv,2,50000000,1137,641.262,8848,0,8% 93% 0% 0%,641.410
nbody,typescript,2,50000000,1453,111.190,45784,0,2% 51% 48% 2%,109.334
nbody,rust,2,50000000,1805,13.347,1704,0,100% 1% 0% 0%,13.351
nbody,dart,2,50000000,1278,33.266,46572,0,0% 0% 1% 100%,33.087
nbody,gnat,5,50000000,2447,17.015,2128,0,100% 0% 0% 1%,17.019
nbody,gcc,4,50000000,1490,9.117,1176,0,1% 100% 2% 2%,9.121
nbody,rust,1,50000000,1480,13.230,1704,0,1% 1% 1% 100%,13.235
nbody,csharpcore,8,50000000,1343,21.862,34084,0,1% 1% 1% 100%,21.867
nbody,swift,7,50000000,1445,23.975,15680,0,90% 9% 14% 26%,23.984
nbody,jruby,2,50000000,1137,421.310,804512,0,24% 43% 12% 26%,407.013
nbody,gpp,3,50000000,1763,8.230,1856,0,100% 1% 1% 0%,8.233
nbody,hack,3,50000000,1080,1669.358,87344,0,2% 26% 7% 67%,1669.740
nbody,swift,8,50000000,1346,23.763,15632,0,0% 1% 100% 0%,23.770
nbody,fpascal,2,50000000,1339,22.739,8,0,100% 1% 0% 0%,22.744
nbody,erlang,3,50000000,1399,377.056,24140,0,1% 100% 0% 1%,377.148
nbody,sbcl,1,50000000,1368,41.417,18008,0,0% 1% 1% 100%,41.427
nbody,ghc,1,50000000,1706,100.240,4120,0,99% 98% 100% 99%,25.335
nbody,gnat,3,50000000,1750,23.558,2208,0,100% 0% 1% 0%,23.564
nbody,mri,2,50000000,1137,4518.800,3972,0,56% 1% 1% 44%,4519.809
nbody,swift,3,50000000,1204,203.561,7488,0,12% 88% 0% 0%,203.611
nbody,ifc,1,50000000,1393,19.606,8,0,100% 0% 1% 0%,19.610
nbody,fpascal,3,50000000,1435,24.910,8,0,0% 0% 0% 100%,24.915
nbody,perl,2,50000000,1429,710.514,5244,0,0% 1% 0% 100%,710.661
nbody,ocaml,1,50000000,1251,21.669,1588,0,61% 1% 0% 39%,21.674
nbody,java,5,50000000,1429,22.605,32892,0,1% 0% 0% 100%,22.512
nbody,ifc,5,50000000,1664,9.091,8,0,100% 0% 1% 0%,9.094
nbody,java,3,50000000,1430,22.880,33160,0,100% 1% 1% 1%,22.779
nbody,typescript,3,50000000,1348,27.114,32772,0,100% 0% 1% 0%,27.113
nbody,swift,4,50000000,1357,21.920,15648,0,100% 1% 0% 0%,21.926
nbody,python3,1,50000000,1196,838.202,10324,0,95% 1% 5% 0%,838.391
nbody,fsharpcore,1,50000000,1267,25.599,68572,0,48% 4% 9% 41%,25.514
nbody,csharpcore,1,50000000,1403,22.120,33772,0,100% 0% 1% 0%,22.125
nbody,typescript,1,50000000,1462,86.158,48864,0,12% 37% 49% 3%,85.810
nbody,node,4,50000000,1279,31.686,32632,0,1% 0% 0% 100%,31.689
nbody,node,5,50000000,1193,29.085,32948,0,100% 0% 0% 1%,29.086
nbody,gnat,2,50000000,2617,8.827,2072,0,1% 0% 0% 100%,8.830
nbody,csharpcore,3,50000000,1305,21.693,33824,0,1% 100% 1% 0%,21.698
nbody,gcc,3,50000000,1208,23.431,1164,0,0% 0% 1% 100%,23.437
nbody,hack,5,50000000,1439,666.618,88744,0,9% 1% 1% 91%,666.770
nbody,csharpcore,6,50000000,1289,24.555,33884,0,100% 0% 1% 0%,24.560
nbody,swift,2,50000000,1192,32.534,7612,0,88% 13% 0% 0%,32.543
nbody,racket,2,50000000,1689,53.890,26192,0,0% 0% 0% 100%,53.893
nbody,gpp,8,50000000,1544,9.014,1128,0,2% 100% 0% 0%,9.017
nbody,go,3,50000000,1200,21.470,1536,0,0% 0% 100% 0%,21.470
nbody,ifc,6,50000000,1524,8.209,8,0,0% 100% 1% 0%,8.212
nbody,ifc,2,50000000,1500,19.710,8,0,100% 0% 1% 0%,19.714
nbody,fsharpcore,3,50000000,1617,24.083,37096,0,28% 73% 0% 1%,24.088
nbody,ifc,3,50000000,1305,22.408,8,0,0% 1% 100% 0%,22.414
nbody,gcc,1,50000000,1173,20.127,1160,0,0% 1% 100% 0%,20.134
nbody,gcc,6,50000000,1180,20.995,1160,0,2% 1% 100% 2%,21.001
nbody,gcc,5,50000000,1429,20.327,816,0,100% 1% 1% 0%,20.332
nbody,chapel,1,50000000,962,20.604,4872,0,100% 1% 1% 0%,20.597
nbody,php,3,50000000,1082,353.773,9220,0,0% 100% 1% 0%,353.842
nbody,node,2,50000000,1537,39.541,32584,0,100% 0% 0% 0%,39.543
nbody,go,1,50000000,1310,21.375,1536,0,0% 0% 100% 0%,21.374
nbody,kotlin,5,50000000,1349,23.180,33068,0,1% 99% 1% 1%,23.078
nbody,node,1,50000000,1297,26.605,33152,0,100% 0% 0% 1%,26.606
nbody,csharpcore,2,50000000,1410,22.018,33656,0,100% 1% 1% 0%,22.023
nbody,lua,1,50000000,1201,458.917,1488,0,0% 100% 1% 0%,459.001
nbody,ifc,4,50000000,1179,21.674,8,0,100% 0% 1% 0%,21.679
nbody,lua,4,50000000,1305,404.760,1404,0,0% 98% 3% 0%,404.834
nbody,csharpcore,9,50000000,1299,0.000,772,-10,3% 0% 3% 100%,0.362
nbody,dart,3,50000000,1426,27.644,47520,0,0% 11% 89% 0%,27.495
nbody,gnat,1,50000000,1618,24.100,2096,0,100% 0% 0% 1%,24.105
nbody,csharpcore,4,50000000,1404,22.437,33752,0,100% 0% 1% 0%,22.442
nbody,sbcl,2,50000000,1403,27.243,18044,0,100% 0% 1% 0%,27.249
nbody,ghc,2,50000000,1883,21.911,4068,0,100% 1% 0% 0%,21.905
nbody,gpp,4,50000000,1428,20.274,896,0,100% 1% 0% 0%,20.279
nbody,csharpcore,7,50000000,1542,21.361,34120,0,100% 1% 0% 1%,21.366
nbody,java,1,50000000,1430,22.837,34464,0,0% 91% 9% 1%,22.729
pidigits,chapel,1,10000,501,1.621,6504,0,100% 1% 2% 1%,1.612
pidigits,lua,7,10000,477,0.000,0,-2,%,0.000
pidigits,swift,2,10000,601,1.749,8948,0,1% 1% 1% 100%,1.751
pidigits,swift,1,10000,1017,0.000,0,-11,%,0.000
pidigits,sbcl,4,10000,940,1.782,20912,0,1% 2% 1% 99%,1.784
pidigits,php,5,10000,399,2.114,10664,0,100% 0% 1% 1%,2.116
pidigits,node,2,10000,420,0.000,31728,-10,20% 1% 13% 64%,0.755
pidigits,ghc,4,10000,311,0.000,0,-11,%,0.000
pidigits,ocaml,1,10000,560,0.000,0,-11,%,0.000
pidigits,racket,2,10000,1136,2.184,26440,0,0% 100% 1% 0%,2.186
pidigits,sbcl,3,10000,493,12.002,130572,0,0% 1% 1% 100%,12.022
pidigits,sbcl,2,10000,648,21.265,129148,0,100% 1% 1% 1%,21.300
pidigits,erlang,1,10000,559,16.908,36532,0,1% 6% 95% 1%,16.807
pidigits,csharpcore,3,10000,1026,3.031,35360,0,1% 0% 0% 100%,3.033
pidigits,perl,1,10000,463,15.439,10876,0,0% 81% 19% 1%,15.446
pidigits,csharpcore,2,10000,856,0.000,58332,-2,1% 1% 96% 0%,0.826
pidigits,gnat,2,10000,1068,1.744,4328,0,1% 1% 100% 1%,1.746
pidigits,lua,1,10000,522,0.000,0,-2,0% 0% 0% 100%,0.021
pidigits,gpp,4,10000,513,1.880,4276,0,0% 100% 1% 0%,1.882
pidigits,fpascal,1,10000,3060,25.217,652,0,100% 0% 1% 0%,25.223
pidigits,go,3,10000,603,2.021,9256,0,0% 0% 100% 0%,2.022
pidigits,jruby,5,10000,485,0.000,218736,-2,73% 83% 69% 64%,3.099
pidigits,php,3,10000,504,2.136,10672,0,1% 0% 0% 100%,2.139
pidigits,ocaml,4,10000,1484,0.000,0,-11,%,0.000
pidigits,ifc,3,10000,969,0.000,0,-11,%,0.000
pidigits,hipe,1,10000,559,16.345,35912,0,1% 1% 99% 2%,16.032
pidigits,python3,2,10000,386,3.428,12716,0,100% 1% 1% 0%,3.430
pidigits,yarv,1,10000,518,27.536,161088,0,0% 1% 100% 0%,27.577
pidigits,ocaml,2,10000,524,0.000,0,-11,%,0.000
pidigits,erlang,2,10000,512,18.924,37528,0,9% 1% 100% 10%,16.251
pidigits,php,1,10000,736,545.274,11680,0,0% 91% 10% 0%,545.397
pidigits,fsharpcore,1,10000,513,44.710,100876,0,34% 23% 24% 30%,41.233
pidigits,sbcl,1,10000,1064,0.000,0,-10,100% 0% 0% 0%,0.019
pidigits,php,4,10000,389,2.122,10512,0,100% 0% 0% 2%,2.124
pidigits,mri,5,10000,485,0.000,0,-2,%,0.000
pidigits,fsharpcore,4,10000,874,3.044,38168,0,1% 0% 99% 3%,3.046
pidigits,mri,2,10000,658,0.000,0,-2,%,0.000
pidigits,rust,1,10000,1420,1.749,4572,0,2% 100% 1% 0%,1.751
pidigits,gnat,1,10000,1157,10.930,4924,0,0% 100% 0% 1%,10.934
pidigits,fpascal,2,10000,828,10.930,2628,0,100% 0% 0% 0%,10.934
pidigits,mri,1,10000,518,28.912,16904,0,100% 0% 1% 0%,28.957
pidigits,rust,2,10000,1306,1.748,4560,0,100% 2% 3% 1%,1.750
pidigits,fsharpcore,3,10000,909,3.054,37836,0,0% 1% 1% 100%,3.056
pidigits,hack,1,10000,735,0.000,88276,-10,1% 100% 1% 1%,18.714
pidigits,go,2,10000,733,2.932,9344,0,0% 100% 0% 0%,2.932
pidigits,gpp,3,10000,663,0.000,8432,-1,0% 1% 2% 99%,300.572
pidigits,java,1,10000,800,21.495,312608,0,50% 5% 4% 53%,19.672
pidigits,racket,1,10000,453,27.556,124156,0,100% 1% 0% 0%,27.576
pidigits,lua,5,10000,479,0.000,0,-2,%,0.000
pidigits,vw,4,10000,773,13.356,55996,0,1% 1% 100% 1%,13.371
pidigits,fsharpcore,2,10000,701,27.690,80396,0,31% 20% 26% 33%,25.579
